rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-694-org,   felicity, milburn, 3, longmore crescent, , ballarat, 2324, vic, 19020821, 32, 07 58254603, 9129591, 9
rec-431-dup-1, andae, mitchwll, 115, ranken place, balmoral garden, torquay, 2870, nsw, 19220613, 22, 02 50718521, 7943288, 4
rec-543-org,   mitchell, salt, 15, derrington crescent, , broadbeach waters, 2606, nsw, 19840321, , 08 01535661, 5712688, 6
rec-2238-org,   gabrielle, white, 157, tennyson crescent, iowanna, , 4165, qld, 19071103, , 02 63233346, 2460629, 5
rec-952-org,   robbie, stronach, 58, henty street, , bracknell, 3161, vic, 19420720, 37, 07 58626915, 9035284, 7
rec-3829-org,   baxter, psaras, 161, dalley crescent, , woorim, 2615, sa, 19031209, , 04 41628292, 9224667, 4
rec-6874-org,   madison, campbell, 10, , , brighton-le-sands, 2420, qld, 19710217, , 08 79239310, 3817150, 4
rec-867-org,   matthew, cowell, 9, dinnison circuit, , botany, 4106, nsw, 19901114, 33, 02 01286217, 1622103, 9
rec-9191-org,   kody, kacopieros, 4, hawkesbury crescent, glen elgin, newstead, 2287, vic, 19060612, 30, 02 68644362, 9364164, 1
rec-634-org,   sophie, herbert, 2, corrigan place, , kincumber, 3844, vic, 19410314, , 02 83232197, 2966712, 0
rec-3933-org,   april, morrison, 129, kleinig street, rose vale, clayton, 3156, vic, 19230311, 35, 07 59996632, 5360205, 4
rec-93-org,   jairus, coleman, 79, lewin street, villa 18, brookfield, 2480, qld, 19520612, 19, 07 21513389, 3063196, 9
rec-1159-org,   tayah, siviour, 29, wattle street, vivigani, greenacre, 2131, act, , , 07 52748063, 4861530, 0
rec-5843-org,   caitlin, wilkins, , richardson circuit, melrose clinic, caldermeade, 6152, sa, 19850311, , 03 59954021, 6880848, 9
rec-4710-org,   cassandra, madigan, 28, , streanshalh, flagstaff hill, 2074, vic, 19701014, 13, 04 52054350, 7638833, 9
rec-3012-org,   liam, covino, 25, northbourne avenue, , rothwell, 2210, vic, 19270816, , 04 54335603, 8341687, 4
rec-243-org,   grace, reid, 101, norton street, , mitcham, 6104, , 19540605, 42, 07 35569244, 2778215, 5
rec-3668-org,   ella, parr, 4, love street, , canterbury, 2303, act, , , 08 67767024, 2021566, 2
rec-8667-org,   eloise, ryan, 23, rechner place, , gannawarra, 2450, tas, 19481027, 12, 04 23853006, 1774551, 8
rec-7091-org,   tiarna, rundle, 5, , , bundaberg, 2088, nsw, , 30, 02 58413118, 3763470, 5
rec-4709-org,   alexandra, berry, 40, kosciusko avenue, corunna, carnegie, 3802, wa, 19810722, , , 4567938, 9
rec-6325-org,   mikayla, lifshack, 19, pennington crescent, , ulverstone, 2600, vic, 19850715, 38, 02 57538164, 6475609, 5
rec-1312-org,   , coulson, 3, french street, , narre warren north, 7009, nsw, , 33, 03 67551933, 3559841, 8
rec-6936-org,   rebecca, fullgrabe, 102, richards street, parkfield, kilsyth, 3196, nsw, 19160812, 36, 07 97672789, 1602718, 7
rec-2084-org,   lily, volpato, 291, clutterbuck crescent, , penrith, 3071, nsw, , 27, 03 72024690, 5849979, 5
rec-8715-org,   nicholas, pegum, 268, kosciusko avenue, ballymannin, grassmere, 3199, nsw, 19260701, 31, 08 50263426, 4379573, 6
rec-4963-org,   alana, clarke, 2, tambo street, , glenhaven, 7018, nt, 19270317, 25, 02 49444590, 7798704, 7
rec-7637-org,   zara, white, 12, la perouse street, , young, 2142, nsw, 19180228, 28, 02 23221003, 1754255, 8
rec-958-org,   isabella, scamoni, 27, jinka street, , gunn, 2298, vic, 19790727, 25, 08 85314610, 8466259, 8
rec-9829-org,   harrison, dixon, 163, galu place, shopping centre, khancoban, 4350, wa, 19211011, 25, 02 68479668, 6932158, 9
rec-5738-org,   nicholas, huebner, 24, meyers place, , parkinson, 2444, , 19910816, 9, 07 17288589, 6563433, 7
rec-7635-org,   joselyn, shorrock, 26, noel ryan garden, , flinders park, 4114, vic, 19240324, , 02 55248348, 3927833, 1
rec-1109-org,   jake, excell, 309, finniss crescent, , ashfield, 3078, vic, , 29, 02 24344102, 6068098, 5
rec-279-org,   adam, berry, 54, mauldon street, , kurri kurri, 2650, qld, 19490618, 34, 03 52291198, 3006799, 2
rec-8795-org,   kieren, herbert, 190, gaby place, oakdale, thorpdale, 2060, nsw, 19590406, 30, 02 75480995, 8829122, 8
rec-6962-org,   tiana, david, 8, enright crescent, grangemore, cygnet, 2219, qld, , 28, 02 11892978, 1119114, 3
rec-1657-org,   samuel, zbierski, 25, kenyon circuit, westwood homestead, goombi, 4210, qld, 19300722, 29, 07 64636555, 3768278, 4
rec-4796-org,   oscar, rees, 22, meehan garden, , margaret river, 2120, qld, 19510701, 24, 07 04876189, 3748411, 2
rec-2303-dup-1, callum, prieyst, 62, garsia wtret, , cabramatta, 0870, qld, 19861010, 32, 02 91628360, 7441822, 7
rec-2662-org,   lachlan, bishop, 36, zox circuit, , booloolah, 3101, nsw, 19320429, 29, 07 81927777, 9208599, 9
rec-9759-org,   ellie, leaford, 4, hooley place, , eastwood, 3150, nt, 19400802, , 02 88172498, 5475590, 0
rec-3531-org,   joshua, mason, 75, winnecke street, , crows nest, 2880, , 19820105, , 07 23301112, 5186402, 9
rec-8801-org,   vanessa, marsella, 23, holland street, , port lincoln, 3953, nsw, 19280609, , 03 95759767, 4289153, 1
rec-912-org,   harry, klemm, 26, sommers street, , moe, 4553, nsw, 19700119, 22, 02 38664637, 7475036, 8
rec-8318-org,   nikita, clarke, 8, currie crescent, qbd bldg, greenwith, 2259, nt, 19110303, 27, , 5113206, 6
rec-7210-org,   joel, orpwood, 6, leason close, , hoppers crossing, 0810, , , 27, 03 91712614, 3268065, 5
rec-8451-org,   ellie, dine, 6, ashburton circuit, pia place, tremont, 2176, sa, 19640131, 36, 03 45598117, 2398715, 5
rec-7100-org,   sebastian, cochrane, 7, hindmarsh drive, cottage rose, carnegie, 2032, wa, 19260919, 29, 04 67204501, 6525218, 3
rec-5499-org,   george, gazzola, 10, gasking close, , oakleigh, 2665, sa, 19840610, 30, 03 03008812, 6400907, 1
rec-3555-org,   james, hope, 1, hacke place, , bexley north, 5278, wa, 19411017, 33, 02 25110926, 9688073, 5
rec-6166-org,   chloe, clelland, 19, mccabe crescent, , sussex inlet, 7322, vic, 19501214, 22, 03 70194666, 8642280, 8
rec-383-org,   montana, matthews, 83, singleton crescent, carinya vlge, mclaren vale, 4814, qld, 19900130, 39, 03 52358973, 6412613, 0
rec-57-org,   matthew, gallio, 8, jardine street, , brigadoon, 2047, vic, 19541223, 37, 03 33508420, 5166236, 7
rec-8291-org,   oliver, kowald, 16, university avenue, taramayne, ryde, 3021, vic, 19181121, 30, 08 69653397, 1182995, 2
rec-9035-org,   emiily, medved, 47, bond crescent, , ottoway, 2540, nsw, 19570302, 30, 02 92708643, 5304391, 5
rec-5174-org,   joel, oddy, 1, croton street, , downer, 6021, vic, , 39, 03 46862984, 1473206, 9
rec-2081-org,   phoebe, everett, 77, cathcart close, , kilsyth, 2147, vic, , 28, 08 30104728, 3666459, 7
rec-3623-org,   grace, loukes, 5, north place, bolaro, upwey, 5043, vic, 19101114, 25, 04 97336714, 4970988, 7
rec-1798-org,   , noble, 200, holder street, uc-dai-loi, atherton, 3088, nsw, 19250423, 32, 08 83661397, 8215955, 7
rec-502-org,   liam, mcgregor, 46, namatjira drive, , carpenter rocks, 3051, , 19820630, 36, 03 30002046, 9567548, 7
rec-7775-org,   zachary, ryan, 102, jansz crescent, glen eden, patterson lakes, 2060, qld, 19651117, 27, 03 63143266, 1246605, 8
rec-2548-org,   annalise, butt, 22, sidaway street, , albury, 5072, qld, 19131103, , 07 09063322, 2749746, 1
rec-7704-org,   lewis, white, 97, pelham close, , birrong, 7177, , 19000130, 42, 02 98699493, 7678746, 2
rec-9539-org,   oliver, dargaville, 64, barringer street, , dapto, 2262, nsw, 19310901, 30, 08 33470223, 5016262, 0
rec-979-org,   darcie, lowe, 1, woolner circuit, locn 2093, raymond terrace, 5082, nsw, 19950301, 41, 02 22280073, 3413989, 9
rec-1809-org,   matthew, blake, , nambir court, the side, kingston, 4501, , 19630111, 30, 02 11120347, 7551807, 8
rec-2372-org,   harley, bishop, 71, carter crescent, , alice springs, 3066, vic, 19350609, , 07 44161104, 8927197, 5
rec-51-org,   thomas, clarke, 105, beazley crescent, telopea park, orange, 2600, wa, 19840513, , 08 22041436, 8242523, 6
rec-5508-dup-0, alessandra, mccarthy, 0, bimberi crescent, mannix college, como, 3136, vic, 19370321, , 04 77100045, 1048962, 7
rec-2255-org,   josephine, green, 20, darcy close, peridon vlge, murdoch, 2147, vic, 19370623, 39, 07 19699626, 9983063, 1
rec-4058-org,   benjamin, braunack, 12, ebden street, , bargara, 2066, nsw, 19321103, 23, , 6499383, 5
rec-483-org,   ethan, edson, 140, cleland street, nepean shores, daw park, 2132, , 19110602, 27, , 4731440, 9
rec-3984-org,   benjamin, egan, 96, tytherleigh street, rowethorpe, chiltern, 2770, , 19190801, 13, 04 84772442, 5644027, 9
rec-2593-org,   olivia, rembowski, 1, hallen close, , avondale heights, 4214, nsw, 19960721, 22, 03 64296715, 2480374, 4
rec-3352-org,   deakin, herbert, 24, sexton street, merrijig, macquarie fields, 2219, qld, 19500328, 20, , 7932391, 5
rec-5508-dup-1, mccabthy, alessandra, 3, bimberi crescent, mannix college, com, 3136, vic, 19370321, 32, 03 46964416, 1048962, 7
rec-7126-org,   michael, broadby, 96, mceachern crescent, rosetta village, new lambton heights, 4670, nsw, 19820124, 31, 03 53884794, 1913919, 9
rec-8418-org,   samantha, mccaffrey, 38, stapylton street, tabermory, helensburgh, 4103, nsw, 19850906, 9, 03 49500521, 1377077, 0
rec-4622-org,   tarshya, cannell, 69, greenough circuit, , north bondi, 2540, vic, 19350218, 34, 02 15789313, 1864326, 2
rec-7397-org,   erin, ryan, 11, lucy gullett circuit, , cranbourne, 2039, qld, 19660814, , 03 90764986, 9642264, 3
rec-3155-org,   , stanley, 5, glenmaggie street, donna valley, orange, 5158, wa, 19560524, 26, 07 38885531, 5334552, 2
rec-5806-org,   oliver, vincent, 11, neville place, salmaldo caravan park, eumundi, 5051, wa, 19710613, 28, 03 05601746, 1246568, 0
rec-2823-dup-0, mitchell, clarke, 8, elvirdplace, , cooks hill, 3029, vic, 19440504, 29, 03 39263824, 3864376, 4
rec-2678-org,   harry, richmond, 116, phillip avenue, , forrestfield, 4130, vic, 19170411, 27, 02 95282867, 2926314, 1
rec-5193-org,   thomas, turtur, 273, lander crescent, , south melbourne, 4127, qld, 19610726, 35, 08 05701979, 6249739, 0
rec-8097-org,   stephanie, grillett, 18, barnard circuit, , beverley park, 4407, wa, 19321101, 36, 02 89704850, 3114787, 9
rec-4812-org,   aiden, webb, 17, bonney street, , lakes entrance, 3031, sa, 19830816, 27, 08 60354216, 7200549, 2
rec-4811-org,   katelyn, bruhn, 10, lenehan street, rosebrook, bunbury, 2460, vic, 19811126, , 03 09844725, 2543281, 1
rec-8920-org,   emma, hignett, 68, abbott close, , hawksburn, 3144, nsw, 19020726, 32, 03 67669716, 2006311, 6
rec-2102-dup-0, cameron, madigay, 36, trenwith close, hulstone, greenacre, 2148, ns, 19730213, 38, 08 59602490, 4255284, 6
rec-3267-org,   charlotte, abushawsh, 10, doyne place, raaf, floreat, 2877, qld, , 31, 04 31196082, 9153839, 9
rec-538-org,   lauren, ryan, 41, norman fisher circuit, , kings cross, 6163, vic, 19720130, , 02 15409794, 2844825, 5
rec-4357-org,   kiera, coulson, 2, eildon place, elmwood, coromandel valley, 6324, vic, 19611105, 22, , 9761681, 2
rec-3625-dup-2, mollie, claremont, 91, dooland court, , wolere, 2477, nsw, 19830609, 24, 03 76411750, 6845796, 0
rec-4980-org,   pascale, thorpe, 73, , , singleton heights, 5461, nsw, 19870712, , , 3639832, 2
rec-3020-org,   jake, daymond, 18, kenyon circuit, , mcmahons point, 3084, nsw, 19491211, , 08 18789312, 1762979, 5
rec-1200-org,   maya, , 2, beagle street, 2nd hse lhs, stockton, 3806, nsw, 19200614, 26, 08 21203699, 7002944, 1
rec-3321-org,   alexander, chandler, 60, gerogery place, , mooroolbark, 2076, qld, 19880729, , 07 11910790, 3345847, 8
rec-607-org,   blake, lupoi, 9, irvine street, , st james, 5041, nsw, 19490218, , 07 00792317, 1025015, 2
rec-6018-org,   kyle, campbell, 71, sentry crescent, gssm, wynnum west, 4121, wa, 19770326, 28, 02 02453060, 7766381, 8
rec-5432-org,   emiily, morrison, 26, sherwood circuit, , banksia, 3175, nsw, 19411223, 28, 08 06255760, 8796161, 7
rec-6929-org,   sybella, pradela, 192, carroll street, , robina, 5089, nsw, 19441002, 22, 04 96981376, 2769791, 2
rec-7949-dup-0, matthew, bonvino, 169, collins place, , 3206, inglewood, tas, 19670226, 25, 04 07469425, 1797050, 8
rec-6855-org,   gabriel, toms, 148, kingsbury street, , kingsville, 5050, nsw, 19680217, 34, 08 45173414, 8378504, 2
rec-55-org,   jett, hague-rout, 22, pridham street, , burwood, 0853, vic, 19530627, 27, 02 95760515, 4937107, 5
rec-8913-org,   liam, adair, 17, moten street, kanya, kuttabul, 2760, vic, 19410829, 12, 02 15940811, 5213089, 9
rec-3686-org,   lucas, dooley, 11, barnett close, , yowie bay, 6062, sa, 19310208, 26, 07 43240506, 3937745, 2
rec-4098-org,   zane, szablinski, 208, candlebark close, kookaburra village, burwood, 5013, wa, 19831013, 23, 02 51574575, 1272207, 1
rec-2363-dup-2, jackspn, kranz, 16, blamey crescent, cr northern highway, south perth, 3316, qld, 19290121, 10, 04 34936374, 7481458, 7
rec-7316-org,   william, northway, 1, moonbi crescent, , cranbourne, 2470, nsw, 19480309, , 02 01823708, 6033452, 2
rec-3788-dup-1, brion, overheu, 59, lightfoot crescent, , artarmon, 3222, nsq, 19120907, , 02 90808884, 7396136, 2
rec-7805-org,   taylah, allsopp, 24, canberra avenue, gwandalan, bayswater, 6324, vic, 19730207, , 03 53147862, 3599560, 7
rec-1880-org,   ryan, klinovski, 4, ainslie avenue, flt 68, st clair, 5075, wa, 19020504, , 04 59402098, 6265608, 5
rec-7622-org,   michaela, rounis, 1, reveley crescent, ulinga, wendouree, 2160, nsw, 19551126, 35, 04 75367785, 1563571, 8
rec-4660-org,   jayde, george, 58, cowlishaw street, , mansfield, 2617, vic, 19950329, , 02 36431512, 8888464, 6
rec-9195-org,   , clarke, 45, cubillo crescent, , west wollongong, 2800, nsw, 19700806, 36, 03 73045661, 7039543, 2
rec-9201-org,   patrick, narracott, 8, banks street, , stockton, 3152, vic, 19511230, 11, 03 50660363, 5588184, 0
rec-5359-org,   mitchell, jolly, 58, lampard circuit, , northgate, 2390, nsw, 19771108, 7, 02 98373484, 5756001, 4
rec-1113-org,   makenzie, purdon, 1, marr street, cascina, malvern, 4152, nsw, 19721024, 38, 04 03358063, 8170052, 1
rec-5154-org,   damien, webb, 12, emu bank street, rp 729, broadmeadows, 4216, qld, 19581007, 29, 02 65484708, 2350895, 2
rec-3298-org,   marko, cmielewski, 4, broadsmith street, , caffreys flat, 3142, vic, 19951107, 33, , 6466009, 9
rec-194-org,   benjamin, jeffries, 6, stockdale street, banksia village, belrose, 2369, nsw, 19370119, , 02 67965178, 7691472, 0
rec-6592-org,   dylan, newport, 28, theodore street, , klemzig, 5290, vic, 19610526, , 04 38780236, 9532535, 1
rec-8781-org,   heath, haxton, 17, trickett place, hillcourt, st albans, 3021, nsw, 19870811, 19, 08 41145663, 2686006, 1
rec-1586-org,   jason, clissold, 19, deamer crescent, cherry court, watsonia, 3054, nsw, 19080421, 32, 02 64812398, 8460995, 7
rec-3421-org,   mackenzie, leung, 51, gosse street, , findon, 4170, vic, 19520321, 8, 07 53935595, 6727393, 2
rec-149-org,   connor, kalitsounakis, 19, la perouse street, , leppington, 7306, nsw, 19761119, 40, 03 75020958, 3418706, 9
rec-8320-org,   tegan, balmford, 25, hamersley place, , upper kedron, 2533, vic, 19830807, 21, 02 74030868, 8130201, 0
rec-7029-org,   kaitlin, white, 13, heagney crescent, , west wyalong, 2259, vic, 19731028, 25, 07 35752890, 8963410, 3
rec-3662-org,   jake, clarke, 2877, flower place, , vincentia, 2528, qld, 19030313, 39, 07 49450823, 6141085, 5
rec-7350-dup-0, lacey, hobson, 94, erldunda circuit, , orange, 5087, , 19001519, , 02 53538061, 6761766, 7
rec-3695-org,   liam, reid, 12, pemulwuy street, , robinson, 4034, tas, 19630107, 26, 03 03860660, 9037658, 1
rec-6037-org,   tara, farah, 17, paul coe crescent, lyndale, sippy downs, 4216, , 19280215, 31, 02 26071463, 7916712, 2
rec-667-org,   james, kilby, 1, david street, , denmark, 6102, qld, 19750728, 39, 02 19561280, 4886824, 9
rec-9521-org,   joshua, gimbrere, 562, , , bicton, 4214, vic, 19321216, 10, 04 91139939, 9344502, 6
rec-9812-org,   kiara, vitkunas, 225, hattersley court, , toukley, 6108, nsw, 19691005, 36, 07 84912248, 3835691, 9
rec-3191-org,   oliver, webb, 13, diamantina crescent, baroa finn & texel stud, st kilda, 3103, qld, 19090720, 30, 04 86452944, 1655293, 1
rec-4549-dup-0, etha, clarke, 11, gillies zgreet, , chewton, 3015, nsw, 19051219, 25, 02 95789097, 9783211, 0
rec-4345-org,   joshua, david, 91, lawley street, , cunnamulla, 3355, nsw, 19510531, , 03 35131384, 4080363, 5
rec-8337-org,   felicity, vandekamp, 8, majura road, homestead caravan park, para hills west, 5606, nsw, , 38, 02 97731854, 9523931, 8
rec-9529-org,   luka, jardine, 6, ellerston avenue, longridge, brighton, 2622, qld, 19590519, 37, 02 36491444, 8767202, 6
rec-8872-org,   ashton, bishop, 4, moloney close, , pearcedale, 2074, vic, 19910730, 34, 02 00262646, 4512805, 2
rec-1559-org,   logan, , 320, boas place, iowanna, whittington, 6064, nt, 19930710, 26, 02 11081545, 3671154, 2
rec-3437-org,   jared, clarke, 36, mchugh street, , wallsend, 3129, nsw, 19060306, 12, 08 41163155, 6497974, 2
rec-377-org,   katelyn, ryan, 25, carr crescent, granny flt, lockleys, 4160, nsw, 19880204, 25, 07 49026735, 4268745, 2
rec-6486-org,   magnus, wilkey, 5, nulsen circuit, , ingleburn, 3953, nsw, , 22, 08 06001208, 7595134, 7
rec-4350-dup-0, alexandra, renfrey, 11, alexander macktue circuit, , para hills west, 3724, z, 19500828, 20, 04 68373942, 5773105, 7
rec-9334-org,   blake, diangmiyang, 149, jaeger circuit, , surfers paradise, 6156, vic, 19050518, 30, 04 76876492, 8218338, 5
rec-4121-org,   chloe, walley, 45, port jackson circuit, , bundaberg, 2212, nsw, 19080709, 20, 04 45664359, 2341879, 4
rec-2003-org,   toby, white, 26, namoi place, , lalor, 2162, nsw, , 28, 04 78229184, 8264045, 5
rec-54-org,   matthew, lowe, 147, outtrim avenue, , taigum, 5164, nsw, 19810527, 33, 03 26193344, 2881657, 2
rec-8356-org,   sarah, spargo, 102, lachlan street, , seddon west, 4207, vic, 19170329, 12, 04 06598661, 3641973, 7
rec-406-org,   jacob, hanigan, 350, kingsbury street, , taree, 5203, nsw, 19171107, 22, 03 64234828, 9677561, 1
rec-3827-org,   aleisha, darrington, 4, blacket street, , east maitland, 2630, nsw, 19820626, 24, 07 55174681, 1673098, 5
rec-8025-org,   zoe, brokenshire, 6, borrowdale street, holiday vlge, lorquon, 3070, qld, 19950617, 10, 08 48849723, 5400519, 5
rec-5563-org,   hamish, beattie, 19, , treetops, alice springs, 5245, qld, 19111209, 30, 02 07467836, 4340984, 8
rec-1149-org,   blake, clarke, 61, laycock place, , greenwood, 6112, vic, 19690203, 24, 03 04954440, 1748012, 0
rec-7204-org,   shana, povey, 4, , , lower templestowe, 5267, qld, 19040525, 33, 02 06375223, 1978368, 1
rec-9040-org,   alice, parr, , yumba avenue, , moorooka, 2234, qld, 19340220, 11, 02 29125753, 9304323, 2
rec-6584-dup-1, claqke, zane, 11, phillip avenue, , pakenham, 3215, sa, 19010204, 28, , 3842215, 0
rec-4212-org,   thomas, brumley, 335, alabaster street, , niagara park, 3084, vic, 19960227, 36, 02 93882664, 7152572, 7
rec-4729-org,   alex, blake, 4, mccubbin street, , robina, 2546, nsw, 19580215, 35, 08 15105634, 4708957, 4
rec-5665-org,   alicia, gilkes, 108, bonney street, , malvern, 4064, nsw, 19030418, 31, 02 17631931, 7549814, 0
rec-5987-org,   anthony, mckerlie, 9, river street, , midland, 4350, , 19640306, 25, 02 74997970, 7086792, 7
rec-9799-org,   owen, rees, 15, woolner circuit, yaraan, helensburgh, 4051, nsw, 19830509, 30, 02 33820817, 6824981, 6
rec-5916-dup-0, bradley, beaam, 23, , amarillo, redbank plains, 2765, wa, 19680603, , 08 93147252, 8827218, 3
rec-4579-org,   paige, pedruco, 24, weir place, , leichhardt, 2567, nsw, , 36, 02 00176298, 3219506, 6
